,Esta es una base de datos que describe las operaciones inmobiliarias de una empresa,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
2300,2300,2006-04-02 00:00:00,Oficina,Venta,Tarragona,128,1213312,2006-11-02 00:00:00,María
2301,2301,2006-04-02 00:00:00,Casa,Alquiler,Tarragona,190,1760920,2006-10-22 00:00:00,Jesús
2302,2302,2006-04-03 00:00:00,Suelo,Alquiler,Tarragona,123,978588,2006-08-09 00:00:00,Jesús
2303,2303,2006-04-03 00:00:00,Industrial,Alquiler,Girona,79,595660,2006-09-03 00:00:00,Pedro
2304,2304,2006-04-04 00:00:00,Local,Venta,Barcelona,185,779220,2006-10-26 00:00:00,María
2305,2305,2006-04-04 00:00:00,Casa,Alquiler,Barcelona,180,1071720,2007-03-31 00:00:00,Carmen
2306,2306,2006-04-04 00:00:00,Piso,Venta,Lleida,150,1267950,2006-09-15 00:00:00,Jesús
2307,2307,2006-04-05 00:00:00,Local,Alquiler,Tarragona,154,1405404,2006-09-08 00:00:00,María
2308,2308,2006-04-05 00:00:00,Local,Alquiler,Lleida,261,2598516,2006-08-29 00:00:00,Carmen
2309,2309,2006-04-05 00:00:00,Parking,Venta,Tarragona,298,2236490,2007-01-07 00:00:00,Joaquín
2310,2310,2006-04-06 00:00:00,Suelo,Venta,Girona,82,593352,2006-11-25 00:00:00,Joaquín
2311,2311,2006-04-06 00:00:00,Suelo,Alquiler,Girona,80,770800,2006-11-02 00:00:00,Pedro
2312,2312,2006-04-07 00:00:00,Parking,Alquiler,Girona,261,1189377,2006-09-19 00:00:00,Jesús
2313,2313,2006-04-07 00:00:00,Suelo,Alquiler,Girona,82,418610,2007-03-03 00:00:00,Joaquín
2314,2314,2006-04-07 00:00:00,Suelo,Alquiler,Barcelona,234,1475136,2006-09-18 00:00:00,Carmen
2315,2315,2006-04-07 00:00:00,Local,Alquiler,Lleida,84,412272,2006-11-08 00:00:00,Luisa
2316,2316,2006-04-07 00:00:00,Parking,Venta,Girona,181,1789185,2007-01-27 00:00:00,Carmen
2317,2317,2006-04-08 00:00:00,Parking,Venta,Tarragona,151,737635,2007-03-12 00:00:00,Carmen
2318,2318,2006-04-08 00:00:00,Suelo,Venta,Tarragona,179,809080,2006-09-01 00:00:00,Jesús
2319,2319,2006-04-09 00:00:00,Piso,Venta,Lleida,47,313537,2007-01-05 00:00:00,Joaquín
2320,2320,2006-04-09 00:00:00,Oficina,Alquiler,Tarragona,113,704894,2007-01-27 00:00:00,Carmen
2321,2321,2006-04-09 00:00:00,Casa,Alquiler,Tarragona,58,407044,2006-08-29 00:00:00,Jesús
2322,2322,2006-04-09 00:00:00,Casa,Alquiler,Barcelona,45,402885,2007-03-28 00:00:00,Joaquín
2323,2323,2006-04-09 00:00:00,Local,Venta,Tarragona,141,1058628,2007-01-29 00:00:00,Luisa
2324,2324,2006-04-10 00:00:00,Piso,Venta,Girona,182,1400308,2007-01-07 00:00:00,Joaquín
2325,2325,2006-04-10 00:00:00,Parking,Alquiler,Barcelona,89,711199,2006-08-21 00:00:00,Carmen
2326,2326,2006-04-10 00:00:00,Casa,Venta,Girona,89,729444,2006-12-27 00:00:00,Luisa
2327,2327,2006-04-11 00:00:00,Industrial,Venta,Tarragona,161,1240827,2007-03-05 00:00:00,Carmen
2328,2328,2006-04-11 00:00:00,Local,Alquiler,Barcelona,130,1276600,2007-01-04 00:00:00,María
2329,2329,2006-04-12 00:00:00,Local,Venta,Tarragona,188,1772840,2006-12-08 00:00:00,Pedro
2330,2330,2006-04-12 00:00:00,Parking,Alquiler,Tarragona,124,1026596,2007-03-28 00:00:00,Carmen
2331,2331,2006-04-12 00:00:00,Parking,Venta,Lleida,224,1901536,2007-03-23 00:00:00,Joaquín
2332,2332,2006-04-12 00:00:00,Industrial,Venta,Lleida,180,984780,2006-09-01 00:00:00,Joaquín
2333,2333,2006-04-13 00:00:00,Industrial,Venta,Lleida,135,973890,2007-01-09 00:00:00,Joaquín
2334,2334,2006-04-13 00:00:00,Industrial,Venta,Barcelona,288,1781568,2006-09-24 00:00:00,María
2335,2335,2006-04-14 00:00:00,Oficina,Venta,Girona,265,1944570,2006-09-27 00:00:00,Luisa
2336,2336,2006-04-14 00:00:00,Industrial,Alquiler,Barcelona,189,1192401,2007-03-20 00:00:00,Carmen
2337,2337,2006-04-14 00:00:00,Local,Venta,Barcelona,193,1826938,2006-09-12 00:00:00,Pedro
2338,2338,2006-04-15 00:00:00,Industrial,Alquiler,Girona,154,960960,2007-03-23 00:00:00,Jesús
2339,2339,2006-04-16 00:00:00,Local,Venta,Lleida,211,958151,2007-02-01 00:00:00,Carmen
2340,2340,2006-04-16 00:00:00,Casa,Venta,Tarragona,196,1670116,2006-09-19 00:00:00,Pedro
2341,2341,2006-04-17 00:00:00,Piso,Venta,Girona,220,1282820,2006-11-25 00:00:00,Carmen
2342,2342,2006-04-17 00:00:00,Suelo,Venta,Lleida,244,1386164,2007-03-27 00:00:00,María
2343,2343,2006-04-18 00:00:00,Piso,Alquiler,Lleida,166,971100,2007-03-02 00:00:00,Luisa
2344,2344,2006-04-20 00:00:00,Oficina,Alquiler,Girona,120,1085160,2006-08-14 00:00:00,Luisa
2345,2345,2006-04-20 00:00:00,Oficina,Alquiler,Barcelona,89,673552,2007-01-21 00:00:00,Luisa
2346,2346,2006-04-21 00:00:00,Industrial,Venta,Lleida,143,1258972,2006-12-03 00:00:00,Luisa
2347,2347,2006-04-21 00:00:00,Oficina,Venta,Girona,205,886215,2006-12-05 00:00:00,Carmen
2348,2348,2006-04-21 00:00:00,Suelo,Alquiler,Lleida,121,652190,2006-12-09 00:00:00,Luisa
2349,2349,2006-04-22 00:00:00,Casa,Venta,Girona,107,668322,2007-04-13 00:00:00,María
2350,2350,2006-04-22 00:00:00,Oficina,Venta,Lleida,62,433008,2006-10-20 00:00:00,Carmen
2351,2351,2006-04-22 00:00:00,Parking,Alquiler,Lleida,94,559206,2006-09-23 00:00:00,Joaquín
2352,2352,2006-04-22 00:00:00,Local,Venta,Tarragona,252,1690164,2006-11-16 00:00:00,María
2353,2353,2006-04-22 00:00:00,Oficina,Venta,Barcelona,160,745600,2007-01-06 00:00:00,Joaquín
2354,2354,2006-04-22 00:00:00,Suelo,Alquiler,Lleida,48,224304,2007-02-11 00:00:00,Luisa
2355,2355,2006-04-22 00:00:00,Casa,Venta,Barcelona,289,1504823,2006-10-31 00:00:00,Luisa
2356,2356,2006-04-23 00:00:00,Parking,Venta,Girona,199,1777866,2006-12-23 00:00:00,Jesús
2357,2357,2006-04-23 00:00:00,Industrial,Alquiler,Girona,75,622200,2006-11-26 00:00:00,María
2358,2358,2006-04-23 00:00:00,Suelo,Venta,Girona,287,1567020,2006-08-17 00:00:00,Carmen
2359,2359,2006-04-25 00:00:00,Suelo,Alquiler,Girona,193,1363352,2007-04-02 00:00:00,Carmen
2360,2360,2006-04-25 00:00:00,Piso,Alquiler,Tarragona,212,1203524,2007-04-14 00:00:00,Luisa
2361,2361,2006-04-26 00:00:00,Local,Venta,Barcelona,218,2136182,2007-01-14 00:00:00,Luisa
2362,2362,2006-04-26 00:00:00,Industrial,Alquiler,Tarragona,187,1359677,2007-02-12 00:00:00,Pedro
2363,2363,2006-04-27 00:00:00,Parking,Alquiler,Tarragona,286,2398682,2006-08-06 00:00:00,Joaquín
2364,2364,2006-04-28 00:00:00,Parking,Alquiler,Girona,70,533680,2007-01-09 00:00:00,María
2365,2365,2006-04-28 00:00:00,Local,Alquiler,Tarragona,279,1794807,2006-11-18 00:00:00,Luisa
2366,2366,2006-04-28 00:00:00,Parking,Alquiler,Tarragona,270,1716390,2006-11-22 00:00:00,Jesús
2367,2367,2006-04-29 00:00:00,Local,Venta,Tarragona,243,2047761,2006-10-12 00:00:00,María
2368,2368,2006-04-29 00:00:00,Casa,Venta,Lleida,134,1024698,2006-11-09 00:00:00,Jesús
2369,2369,2006-04-29 00:00:00,Piso,Alquiler,Lleida,69,464577,2006-09-20 00:00:00,Joaquín
2370,2370,2006-04-29 00:00:00,Piso,Alquiler,Lleida,132,580800,2007-03-13 00:00:00,Joaquín
2371,2371,2006-04-29 00:00:00,Suelo,Venta,Lleida,270,2364390,2007-04-02 00:00:00,Luisa
2372,2372,2006-04-30 00:00:00,Local,Alquiler,Girona,220,1548800,2006-10-04 00:00:00,María
2373,2373,2006-04-30 00:00:00,Piso,Venta,Barcelona,200,1996000,2006-08-05 00:00:00,Joaquín
2374,2374,2006-05-01 00:00:00,Piso,Venta,Lleida,239,1264310,2007-02-15 00:00:00,Carmen
2375,2375,2006-05-01 00:00:00,Local,Venta,Girona,138,686826,2007-04-30 00:00:00,María
2376,2376,2006-05-01 00:00:00,Casa,Alquiler,Tarragona,296,2813776,2006-10-22 00:00:00,Luisa
2377,2377,2006-05-01 00:00:00,Parking,Alquiler,Girona,123,984369,2007-03-23 00:00:00,Pedro
2378,2378,2006-05-02 00:00:00,Local,Venta,Barcelona,292,1538256,2007-05-01 00:00:00,Jesús
2379,2379,2006-05-02 00:00:00,Piso,Venta,Barcelona,233,1220454,2007-04-18 00:00:00,Carmen
2380,2380,2006-05-02 00:00:00,Piso,Alquiler,Tarragona,238,1953742,2006-12-19 00:00:00,Joaquín
2381,2381,2006-05-02 00:00:00,Parking,Venta,Girona,205,1921260,2006-12-17 00:00:00,María
2382,2382,2006-05-03 00:00:00,Casa,Venta,Barcelona,148,749472,2006-10-26 00:00:00,María
2383,2383,2006-05-03 00:00:00,Industrial,Alquiler,Girona,250,1002500,2007-01-16 00:00:00,Carmen
2384,2384,2006-05-03 00:00:00,Casa,Venta,Girona,91,680043,2007-02-03 00:00:00,Pedro
2385,2385,2006-05-03 00:00:00,Industrial,Alquiler,Barcelona,188,1769644,2007-02-23 00:00:00,Carmen
2386,2386,2006-05-03 00:00:00,Piso,Alquiler,Lleida,144,1211184,2007-02-27 00:00:00,María
2387,2387,2006-05-04 00:00:00,Casa,Venta,Girona,294,1784580,2007-01-28 00:00:00,Luisa
2388,2388,2006-05-05 00:00:00,Parking,Venta,Lleida,106,594130,2006-12-03 00:00:00,Carmen
2389,2389,2006-05-05 00:00:00,Local,Alquiler,Girona,250,2281250,2007-03-08 00:00:00,Luisa
2390,2390,2006-05-05 00:00:00,Casa,Venta,Lleida,290,1853390,2007-05-01 00:00:00,Luisa
2391,2391,2006-05-08 00:00:00,Casa,Alquiler,Barcelona,257,1591344,2007-01-19 00:00:00,Luisa
2392,2392,2006-05-08 00:00:00,Oficina,Venta,Lleida,92,783380,2007-05-07 00:00:00,María
2393,2393,2006-05-09 00:00:00,Piso,Alquiler,Tarragona,283,2072692,2006-10-02 00:00:00,Carmen
2394,2394,2006-05-09 00:00:00,Industrial,Venta,Girona,171,708795,2007-04-07 00:00:00,Carmen
2395,2395,2006-05-10 00:00:00,Piso,Alquiler,Tarragona,300,2585100,2006-10-15 00:00:00,Luisa
2396,2396,2006-05-11 00:00:00,Local,Venta,Barcelona,170,1602930,2006-11-05 00:00:00,Joaquín
2397,2397,2006-05-12 00:00:00,Parking,Alquiler,Barcelona,236,2001280,2007-03-04 00:00:00,Jesús
2398,2398,2006-05-12 00:00:00,Parking,Alquiler,Tarragona,92,506184,2006-12-29 00:00:00,María
2399,2399,2006-05-12 00:00:00,Piso,Venta,Tarragona,106,729280,2007-03-22 00:00:00,Jesús
2400,2400,2006-05-12 00:00:00,Suelo,Alquiler,Lleida,104,831896,2007-02-22 00:00:00,Pedro
2401,2401,2006-05-13 00:00:00,Local,Venta,Girona,216,2144448,2007-01-26 00:00:00,María
2402,2402,2006-05-13 00:00:00,Suelo,Alquiler,Lleida,86,360942,2006-11-17 00:00:00,Jesús
2403,2403,2006-05-13 00:00:00,Oficina,Alquiler,Lleida,275,1819950,2006-11-11 00:00:00,Luisa
2404,2404,2006-05-13 00:00:00,Oficina,Venta,Girona,221,1356498,2006-10-10 00:00:00,Luisa
2405,2405,2006-05-14 00:00:00,Parking,Alquiler,Barcelona,210,1371720,2007-03-26 00:00:00,Pedro
2406,2406,2006-05-14 00:00:00,Suelo,Alquiler,Tarragona,197,1840571,2006-10-10 00:00:00,Luisa
2407,2407,2006-05-14 00:00:00,Local,Venta,Barcelona,139,560170,2006-08-27 00:00:00,Jesús
2408,2408,2006-05-14 00:00:00,Piso,Alquiler,Tarragona,199,817094,2006-10-12 00:00:00,María
2409,2409,2006-05-14 00:00:00,Suelo,Alquiler,Lleida,195,1790490,2006-12-16 00:00:00,Carmen
2410,2410,2006-05-15 00:00:00,Parking,Venta,Tarragona,67,615663,2007-03-24 00:00:00,Jesús
2411,2411,2006-05-15 00:00:00,Industrial,Venta,Tarragona,201,1163388,2007-01-24 00:00:00,Joaquín
2412,2412,2006-05-16 00:00:00,Local,Alquiler,Girona,277,1802993,2007-03-01 00:00:00,Joaquín
2413,2413,2006-05-16 00:00:00,Suelo,Alquiler,Tarragona,123,499380,2006-08-17 00:00:00,Joaquín
2414,2414,2006-05-16 00:00:00,Oficina,Alquiler,Lleida,257,2203004,2006-11-15 00:00:00,Pedro
2415,2415,2006-05-16 00:00:00,Oficina,Venta,Girona,295,2200405,2007-03-24 00:00:00,María
2416,2416,2006-05-16 00:00:00,Suelo,Venta,Girona,179,832529,2006-09-29 00:00:00,Jesús
2417,2417,2006-05-17 00:00:00,Local,Venta,Girona,184,1113016,2007-01-15 00:00:00,María
2418,2418,2006-05-18 00:00:00,Industrial,Alquiler,Girona,167,853370,2006-09-22 00:00:00,María
2419,2419,2006-05-18 00:00:00,Oficina,Alquiler,Lleida,176,1214576,2006-10-08 00:00:00,Luisa
2420,2420,2006-05-18 00:00:00,Piso,Alquiler,Lleida,149,1099024,2006-10-01 00:00:00,Luisa
2421,2421,2006-05-19 00:00:00,Industrial,Alquiler,Tarragona,49,248283,2007-04-14 00:00:00,María
2422,2422,2006-05-19 00:00:00,Industrial,Venta,Tarragona,280,2370200,2007-02-04 00:00:00,Luisa
2423,2423,2006-05-20 00:00:00,Oficina,Alquiler,Girona,156,1294176,2006-10-05 00:00:00,Carmen
2424,2424,2006-05-20 00:00:00,Oficina,Alquiler,Barcelona,225,1752975,2006-09-22 00:00:00,Jesús
2425,2425,2006-05-20 00:00:00,Suelo,Venta,Barcelona,285,2603190,2006-11-15 00:00:00,Joaquín
2426,2426,2006-05-20 00:00:00,Suelo,Venta,Girona,247,2320565,2007-05-01 00:00:00,Jesús
2427,2427,2006-05-21 00:00:00,Parking,Venta,Barcelona,213,928041,2006-12-10 00:00:00,Luisa
2428,2428,2006-05-21 00:00:00,Industrial,Alquiler,Lleida,277,2268076,2007-01-25 00:00:00,María
2429,2429,2006-05-21 00:00:00,Casa,Venta,Girona,273,2682225,,
2430,2430,2006-05-21 00:00:00,Casa,Venta,Girona,245,2037420,2007-04-04 00:00:00,Pedro
2431,2431,2006-05-22 00:00:00,Suelo,Venta,Lleida,271,2303500,2007-01-22 00:00:00,Luisa
2432,2432,2006-05-22 00:00:00,Local,Alquiler,Barcelona,232,1699168,2006-08-27 00:00:00,Carmen
2433,2433,2006-05-22 00:00:00,Piso,Venta,Girona,203,1315846,2007-02-27 00:00:00,Carmen
2434,2434,2006-05-23 00:00:00,Casa,Alquiler,Tarragona,202,1112010,2007-01-29 00:00:00,Pedro
2435,2435,2006-05-24 00:00:00,Parking,Alquiler,Lleida,125,822625,2007-01-31 00:00:00,Joaquín
2436,2436,2006-05-25 00:00:00,Suelo,Venta,Girona,61,380274,,
2437,2437,2006-05-25 00:00:00,Casa,Alquiler,Tarragona,195,1927770,2007-01-10 00:00:00,Jesús
2438,2438,2006-05-26 00:00:00,Piso,Venta,Lleida,129,818505,2006-08-30 00:00:00,Carmen
2439,2439,2006-05-26 00:00:00,Piso,Alquiler,Barcelona,43,379905,2006-12-26 00:00:00,Jesús
2440,2440,2006-05-26 00:00:00,Industrial,Alquiler,Girona,278,2336590,2006-12-26 00:00:00,Luisa
2441,2441,2006-05-27 00:00:00,Piso,Alquiler,Barcelona,207,1381104,2007-04-30 00:00:00,María
2442,2442,2006-05-27 00:00:00,Local,Alquiler,Lleida,80,786320,2007-01-05 00:00:00,Jesús
2443,2443,2006-05-27 00:00:00,Piso,Alquiler,Girona,233,1682260,,
2444,2444,2006-05-28 00:00:00,Oficina,Alquiler,Tarragona,106,795318,2006-09-11 00:00:00,Joaquín
2445,2445,2006-05-28 00:00:00,Parking,Alquiler,Lleida,194,1466058,2007-01-29 00:00:00,Carmen
2446,2446,2006-05-28 00:00:00,Piso,Alquiler,Girona,253,1162788,2007-01-22 00:00:00,Luisa
2447,2447,2006-05-28 00:00:00,Piso,Venta,Girona,106,922200,2007-03-16 00:00:00,Pedro
2448,2448,2006-05-29 00:00:00,Local,Alquiler,Tarragona,40,328720,2007-03-20 00:00:00,Luisa
2449,2449,2006-05-29 00:00:00,Suelo,Venta,Barcelona,228,2203620,2007-03-29 00:00:00,Joaquín
2450,2450,2006-05-29 00:00:00,Parking,Venta,Girona,202,1524898,2006-12-28 00:00:00,Carmen
2451,2451,2006-05-30 00:00:00,Oficina,Venta,Barcelona,65,458640,2006-11-26 00:00:00,Joaquín
2452,2452,2006-05-30 00:00:00,Suelo,Venta,Lleida,83,825518,2007-04-29 00:00:00,Joaquín
2453,2453,2006-05-30 00:00:00,Local,Venta,Tarragona,181,1438226,2006-12-27 00:00:00,Pedro
2454,2454,2006-05-31 00:00:00,Casa,Alquiler,Lleida,86,419250,2006-11-26 00:00:00,María
2455,2455,2006-05-31 00:00:00,Casa,Venta,Tarragona,190,1410370,2006-11-01 00:00:00,María
2456,2456,2006-05-31 00:00:00,Casa,Venta,Barcelona,156,916500,2006-09-11 00:00:00,Joaquín
2457,2457,2006-06-01 00:00:00,Piso,Venta,Lleida,234,1305720,2006-08-31 00:00:00,Luisa
2458,2458,2006-06-01 00:00:00,Casa,Alquiler,Tarragona,167,685368,2007-01-13 00:00:00,Carmen
2459,2459,2006-06-01 00:00:00,Casa,Venta,Lleida,270,1097010,2007-04-02 00:00:00,María
2460,2460,2006-06-02 00:00:00,Casa,Alquiler,Barcelona,209,2017268,2007-01-26 00:00:00,Luisa
2461,2461,2006-06-02 00:00:00,Parking,Alquiler,Girona,189,1342278,2006-12-16 00:00:00,Carmen
2462,2462,2006-06-02 00:00:00,Piso,Venta,Lleida,246,1044762,2007-03-22 00:00:00,María
2463,2463,2006-06-03 00:00:00,Piso,Venta,Girona,110,1026300,2007-02-08 00:00:00,Luisa
2464,2464,2006-06-03 00:00:00,Suelo,Venta,Tarragona,262,1843694,2006-12-29 00:00:00,Carmen
2465,2465,2006-06-03 00:00:00,Industrial,Venta,Lleida,122,1107028,2006-11-19 00:00:00,Pedro
2466,2466,2006-06-03 00:00:00,Oficina,Alquiler,Tarragona,91,696696,,
2467,2467,2006-06-03 00:00:00,Piso,Venta,Lleida,224,1705760,2007-03-03 00:00:00,Jesús
2468,2468,2006-06-04 00:00:00,Piso,Venta,Barcelona,57,360696,2007-02-05 00:00:00,Pedro
2469,2469,2006-06-04 00:00:00,Casa,Venta,Barcelona,260,1616680,2007-04-25 00:00:00,Carmen
2470,2470,2006-06-04 00:00:00,Parking,Venta,Girona,129,616878,2006-11-21 00:00:00,María
2471,2471,2006-06-05 00:00:00,Parking,Alquiler,Tarragona,211,1126951,2006-12-08 00:00:00,Joaquín
2472,2472,2006-06-05 00:00:00,Oficina,Venta,Tarragona,166,1068376,2007-03-14 00:00:00,Carmen
2473,2473,2006-06-05 00:00:00,Parking,Alquiler,Barcelona,173,1251828,2007-03-04 00:00:00,Joaquín
2474,2474,2006-06-06 00:00:00,Local,Venta,Lleida,126,1199394,2006-12-08 00:00:00,Carmen
2475,2475,2006-06-06 00:00:00,Piso,Alquiler,Lleida,264,1344024,2007-03-22 00:00:00,María
2476,2476,2006-06-06 00:00:00,Local,Alquiler,Tarragona,170,1397060,2007-04-30 00:00:00,Pedro
2477,2477,2006-06-06 00:00:00,Suelo,Alquiler,Lleida,217,1363411,2006-12-18 00:00:00,Carmen
2478,2478,2006-06-06 00:00:00,Suelo,Venta,Girona,294,2353176,2006-10-26 00:00:00,Pedro
2479,2479,2006-06-06 00:00:00,Parking,Venta,Tarragona,73,395879,2007-02-08 00:00:00,Jesús
2480,2480,2006-06-06 00:00:00,Parking,Alquiler,Tarragona,81,405324,,
2481,2481,2006-06-06 00:00:00,Oficina,Venta,Lleida,209,1637515,2007-04-12 00:00:00,Jesús
2482,2482,2006-06-06 00:00:00,Industrial,Venta,Barcelona,215,984915,2006-12-07 00:00:00,María
2483,2483,2006-06-07 00:00:00,Industrial,Alquiler,Girona,169,1447316,,
2484,2484,2006-06-07 00:00:00,Local,Alquiler,Lleida,201,1342278,2006-12-03 00:00:00,Luisa
2485,2485,2006-06-07 00:00:00,Industrial,Alquiler,Tarragona,270,2632500,2007-04-18 00:00:00,Carmen
2486,2486,2006-06-08 00:00:00,Casa,Venta,Girona,115,1147585,2006-11-13 00:00:00,Joaquín
2487,2487,2006-06-08 00:00:00,Suelo,Alquiler,Girona,71,378359,2007-01-11 00:00:00,Pedro
2488,2488,2006-06-08 00:00:00,Suelo,Alquiler,Tarragona,255,2380170,2006-09-30 00:00:00,Pedro
2489,2489,2006-06-09 00:00:00,Suelo,Alquiler,Lleida,267,2211294,2007-05-06 00:00:00,Joaquín
2490,2490,2006-06-10 00:00:00,Industrial,Alquiler,Tarragona,298,2693026,,
2491,2491,2006-06-10 00:00:00,Local,Venta,Girona,160,1368480,2007-01-07 00:00:00,Joaquín
2492,2492,2006-06-10 00:00:00,Local,Venta,Girona,90,872280,2007-04-17 00:00:00,Joaquín
2493,2493,2006-06-10 00:00:00,Industrial,Alquiler,Tarragona,119,1149897,2006-10-27 00:00:00,Luisa
2494,2494,2006-06-11 00:00:00,Casa,Venta,Girona,77,745822,2006-12-21 00:00:00,Jesús
2495,2495,2006-06-11 00:00:00,Piso,Venta,Girona,98,918652,,
2496,2496,2006-06-11 00:00:00,Piso,Venta,Barcelona,149,701492,2006-11-02 00:00:00,Carmen
2497,2497,2006-06-11 00:00:00,Local,Alquiler,Tarragona,133,936187,2007-02-10 00:00:00,Pedro
2498,2498,2006-06-11 00:00:00,Piso,Alquiler,Barcelona,126,1102500,2006-10-13 00:00:00,Pedro
2499,2499,2006-06-11 00:00:00,Local,Alquiler,Lleida,275,1443750,,
2500,2500,2006-06-11 00:00:00,Oficina,Venta,Barcelona,165,1204005,2007-01-23 00:00:00,María
2501,2501,2006-06-11 00:00:00,Casa,Alquiler,Girona,231,2069529,2006-12-24 00:00:00,Jesús
2502,2502,2006-06-13 00:00:00,Suelo,Venta,Tarragona,89,422750,,
2503,2503,2006-06-13 00:00:00,Parking,Venta,Girona,282,2717634,2006-11-30 00:00:00,Pedro
2504,2504,2006-06-13 00:00:00,Local,Venta,Barcelona,245,2090340,,
2505,2505,2006-06-14 00:00:00,Oficina,Venta,Lleida,239,2235367,2006-10-09 00:00:00,María
2506,2506,2006-06-15 00:00:00,Local,Alquiler,Girona,161,1027180,2006-10-17 00:00:00,María
2507,2507,2006-06-15 00:00:00,Oficina,Venta,Lleida,219,958563,,
2508,2508,2006-06-15 00:00:00,Suelo,Venta,Girona,204,1267452,,
2509,2509,2006-06-16 00:00:00,Industrial,Alquiler,Tarragona,164,1166860,2007-05-07 00:00:00,Joaquín
2510,2510,2006-06-16 00:00:00,Suelo,Venta,Barcelona,146,954986,2007-04-23 00:00:00,María
2511,2511,2006-06-16 00:00:00,Parking,Alquiler,Lleida,83,797215,2006-10-11 00:00:00,Pedro
2512,2512,2006-06-16 00:00:00,Piso,Venta,Tarragona,280,2384480,2007-01-01 00:00:00,Pedro
2513,2513,2006-06-17 00:00:00,Casa,Venta,Barcelona,180,887940,2006-10-12 00:00:00,Jesús
2514,2514,2006-06-17 00:00:00,Industrial,Venta,Lleida,134,1083256,2007-01-05 00:00:00,Jesús
2515,2515,2006-06-17 00:00:00,Local,Alquiler,Lleida,245,2030805,2006-12-11 00:00:00,María
2516,2516,2006-06-18 00:00:00,Suelo,Alquiler,Tarragona,45,181170,2007-02-05 00:00:00,Jesús
2517,2517,2006-06-18 00:00:00,Local,Alquiler,Girona,297,2162160,2006-12-28 00:00:00,Jesús
2518,2518,2006-06-18 00:00:00,Casa,Venta,Tarragona,248,1826024,,
2519,2519,2006-06-20 00:00:00,Oficina,Alquiler,Lleida,63,413910,2007-04-29 00:00:00,María
2520,2520,2006-06-21 00:00:00,Oficina,Venta,Girona,277,2250348,2007-04-21 00:00:00,Jesús
2521,2521,2006-06-21 00:00:00,Oficina,Venta,Lleida,212,1736068,2006-12-24 00:00:00,Joaquín
2522,2522,2006-06-21 00:00:00,Local,Alquiler,Girona,97,620218,2007-02-02 00:00:00,Jesús
2523,2523,2006-06-21 00:00:00,Casa,Alquiler,Barcelona,241,1327669,2007-03-10 00:00:00,Jesús
2524,2524,2006-06-22 00:00:00,Industrial,Venta,Tarragona,91,885339,2006-09-28 00:00:00,Pedro
2525,2525,2006-06-22 00:00:00,Casa,Alquiler,Tarragona,246,2198502,2006-11-10 00:00:00,Carmen
2526,2526,2006-06-23 00:00:00,Oficina,Alquiler,Tarragona,178,1010862,2006-11-08 00:00:00,Carmen
2527,2527,2006-06-23 00:00:00,Suelo,Venta,Lleida,298,2458798,2006-12-10 00:00:00,Jesús
2528,2528,2006-06-24 00:00:00,Suelo,Alquiler,Barcelona,177,718266,2007-03-20 00:00:00,Joaquín
2529,2529,2006-06-24 00:00:00,Suelo,Alquiler,Barcelona,281,1521615,2007-04-19 00:00:00,Carmen
2530,2530,2006-06-24 00:00:00,Parking,Alquiler,Barcelona,113,797215,2006-12-03 00:00:00,María
2531,2531,2006-06-25 00:00:00,Casa,Alquiler,Tarragona,213,1253505,2007-02-18 00:00:00,María
2532,2532,2006-06-25 00:00:00,Piso,Venta,Tarragona,66,373032,,
2533,2533,2006-06-25 00:00:00,Parking,Alquiler,Lleida,155,912330,2006-11-28 00:00:00,Pedro
2534,2534,2006-06-25 00:00:00,Oficina,Venta,Girona,246,1087812,2006-10-24 00:00:00,Jesús
2535,2535,2006-06-26 00:00:00,Piso,Venta,Lleida,99,819621,2006-10-11 00:00:00,Pedro
2536,2536,2006-06-27 00:00:00,Piso,Venta,Girona,214,1988702,,
2537,2537,2006-06-28 00:00:00,Piso,Alquiler,Girona,71,320281,2007-03-07 00:00:00,Jesús
2538,2538,2006-06-28 00:00:00,Casa,Venta,Lleida,214,1504420,2006-12-14 00:00:00,Joaquín
2539,2539,2006-06-30 00:00:00,Piso,Alquiler,Girona,68,396780,2007-02-10 00:00:00,Carmen
2540,2540,2006-06-30 00:00:00,Suelo,Alquiler,Girona,126,536634,,
2541,2541,2006-06-30 00:00:00,Suelo,Venta,Lleida,209,1844425,2007-04-10 00:00:00,Pedro
2542,2542,2006-06-30 00:00:00,Oficina,Venta,Girona,291,2849763,2007-04-28 00:00:00,Joaquín
2543,2543,2006-06-30 00:00:00,Industrial,Venta,Girona,46,373106,,
2544,2544,2006-07-01 00:00:00,Industrial,Alquiler,Barcelona,160,774400,2007-02-07 00:00:00,Joaquín
2545,2545,2006-07-01 00:00:00,Industrial,Venta,Girona,212,1691124,2006-10-19 00:00:00,María
2546,2546,2006-07-01 00:00:00,Parking,Alquiler,Girona,89,594698,2007-03-25 00:00:00,Jesús
2547,2547,2006-07-01 00:00:00,Parking,Alquiler,Lleida,234,1182636,2006-12-04 00:00:00,Carmen
2548,2548,2006-07-02 00:00:00,Industrial,Venta,Girona,195,1576380,2007-04-24 00:00:00,Luisa
2549,2549,2006-07-02 00:00:00,Parking,Alquiler,Tarragona,147,1362984,2007-02-12 00:00:00,Carmen
